epoch,train_loss,val_loss,val_f1
0,4.190708409696653,3.9951680598973875,0.0007564901195455961
1,4.0262152813643475,3.920501613778647,0.0019278099800931463
2,3.3279817473055795,2.8258038742905587,0.005453603148051803
3,2.7153824651242626,2.5033719411565287,0.010153828228982269
4,2.4077307875126137,2.0525799726354053,0.01590629132908748
5,2.0035961107617672,1.7208256196804963,0.02790481883348801
6,1.6824179615138855,1.4153819936282794,0.038339250760022175
7,1.4361008305378244,1.1773343183194387,0.05105582235540572
8,1.2412607254961752,1.0247334512016442,0.06097045898065342
9,1.101614643394158,0.8940898117449718,0.07250687680782379
10,0.9852586665367029,0.7870780440201771,0.08433272510492532
11,0.8875174795877793,0.7151663228255731,0.09488392177461012
12,0.8187945103796278,0.6588291471549284,0.10351551722900684
13,0.7671379153021521,0.6277073766287223,0.10883982630566198
14,0.7225597135800849,0.5873822708501208,0.1183479676158283
15,0.6842128535780001,0.5539939280559222,0.12703436684176617
16,0.6520012945808558,0.5297782100548907,0.13280770524129756
17,0.6276850998877647,0.5041784982991927,0.1423836389699412
18,0.600060562083593,0.4809623331098131,0.14941665735509654
19,0.5765293213741863,0.4637593003583736,0.15596922760765783
20,0.5575597943892425,0.45277450452209783,0.15941712788451248
21,0.5406669727182841,0.4352215885162722,0.16561930520318408
22,0.5258198246211928,0.4242196138814229,0.17353405384442808
23,0.5133027433485897,0.4117779548281927,0.1777779848762459
24,0.4967024667826058,0.3997989580706257,0.18444600286384055
25,0.486882194529349,0.3917978515904087,0.18881578018420594
26,0.4749195326805701,0.37869292738647803,0.19327817019710394
27,0.46325045334508136,0.37017631498131065,0.2006902161159279
28,0.4498994080191541,0.3578211114282792,0.20658338604185306
29,0.4403500617544464,0.3502918226281766,0.2118502503093044
30,0.42936998289976863,0.3382835382584739,0.21858474022381452
31,0.4167464312739108,0.3279814607146149,0.22213331578499482
32,0.40845093608069105,0.32162190410862584,0.22720274800647705
33,0.39823123512072583,0.3142098377136978,0.22870573065083558
34,0.38783284936980256,0.3053914216857,0.23683612229862688
35,0.37997570578706913,0.301210924557784,0.2387753287544766
36,0.37615801150437017,0.295201697224997,0.24220355202683944
37,0.36670617912146647,0.2886606928358677,0.24625239351855974
38,0.3596051661507917,0.2834008304058591,0.25041881543167455
39,0.35463789081378827,0.27948743369273077,0.25368152457605814
40,0.34822490580745524,0.2722515984585528,0.2605681191898814
41,0.34331192744229455,0.26916440261282076,0.2621640844099165
42,0.33755721281710527,0.26504203003828064,0.2632990374472824
43,0.33029983741969143,0.26132679155914273,0.26730784720655565
44,0.3270667574004498,0.2566016699114224,0.26845990460696534
45,0.32138377649571565,0.2517049011108878,0.2749141195929446
46,0.31807541567173464,0.2491594241258729,0.2749832500485825
47,0.31404288097786276,0.24676630659153795,0.27823564410617324
48,0.3089342717135867,0.2412744732312456,0.28151032547841154
49,0.30608198198235803,0.2377904803199061,0.28264813600662014
